Trade number,Tipo,Fecha y hora,Señal,Precio USD,Tamaño (cant.),Tamaño de la posición (valor),PyG netas USD,PyG netas %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %
94,Entrada en largo,2026-06-19 07:05,Scripted Long,1.15045,1,143806.25,-937.5,-0.65,150,0.10,-1031.25,-0.72,3406.25,34.06
95,Salida en corto,2026-06-23 10:35,Scripted Exit All,1.14185,1,142868.75,137.5,0.10,212.5,0.15,-18.75,-0.01,3543.75,35.44
95,Entrada en corto,2026-06-23 10:00,Scripted Short,1.14295,1,142868.75,137.5,0.10,212.5,0.15,-18.75,-0.01,3543.75,35.44
96,Salida en corto,2026-06-23 21:20,Scripted Exit All,1.14125,1,142725,68.75,0.05,93.75,0.07,-43.75,-0.03,3612.5,36.13
96,Entrada en corto,2026-06-23 20:00,Scripted Short,1.1418,1,142725,68.75,0.05,93.75,0.07,-43.75,-0.03,3612.5,36.13
97,Salida en largo,2026-06-24 21:20,Scripted Exit All,1.1404,1,142468.75,81.25,0.06,87.5,0.06,-150,-0.11,3693.75,36.94
97,Entrada en largo,2026-06-24 15:05,Scripted Long,1.13975,1,142468.75,81.25,0.06,87.5,0.06,-150,-0.11,3693.75,36.94
98,Salida en corto,2026-06-26 03:35,Scripted Long,1.14175,1,142475,-243.75,-0.17,81.25,0.06,-268.75,-0.19,3450,34.50
98,Entrada en corto,2026-06-25 21:35,Scripted Short,1.1398,1,142475,-243.75,-0.17,81.25,0.06,-268.75,-0.19,3450,34.50
99,Salida en largo,2026-06-26 04:20,Scripted Exit All,1.14345,1,142718.75,212.5,0.15,250,0.18,0,0.00,3662.5,36.63
99,Entrada en largo,2026-06-26 03:35,Scripted Long,1.14175,1,142718.75,212.5,0.15,250,0.18,0,0.00,3662.5,36.63
